id,titolo,ente,fonte,tipo_agevolazione,beneficiari,settore,ambito,dimensione,obiettivo,dotazione,data_apertura,data_scadenza,stato,url
UEHORIZON-CL5-2027-07-D3-16,"Industrial processes and equipment for innovative, reliable and scalable tandem technologies (EUPI-PV Partnership)",Commissione UE — 43108390,UE,fondo_perduto,impresa;startup;terzo_settore;ricerca,tutti,UE,tutte,transizione_ecologica,0,2027-08-04,2027-12-01,aperto,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2027-07-D3-16
UEHORIZON-CL5-2027-07-D3-27,Integrated Approaches for Retrofitting Infrastructures with Innovative Energy Storage Technologies,Commissione UE — 43108390,UE,fondo_perduto,impresa;startup;terzo_settore;ricerca,tutti,UE,tutte,transizione_ecologica,0,2027-08-04,2027-12-01,aperto,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2027-07-D3-27
UEHORIZON-CL5-2027-07-D3-11,Demonstration of hydropower technologies for efficient and forward-looking refurbishment of existing hydropower plants,Commissione UE — 43108390,UE,fondo_perduto,impresa;startup;terzo_settore;ricerca,tutti,UE,tutte,transizione_ecologica,0,2027-08-04,2027-12-01,aperto,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2027-07-D3-11
UEHORIZON-CL5-2027-07-D3-25,"Advanced TSO control rooms to enhance grid observability, stability and resilience",Commissione UE — 43108390,UE,fondo_perduto,impresa;startup;terzo_settore;ricerca,tutti,UE,tutte,transizione_ecologica,0,2027-08-04,2027-12-01,aperto,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2027-07-D3-25
UEHORIZON-CL5-2027-07-D3-28,Community of practice - Data-Driven Decision-Making in Energy,Commissione UE — 43108390,UE,fondo_perduto,impresa;startup;terzo_settore;ricerca,tutti,UE,tutte,transizione_ecologica,0,2027-08-04,2027-12-01,aperto,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2027-07-D3-28
UEHORIZON-CL5-2027-07-D3-17,PV based electrification of the economy: Designing & optimising PV systems supporting industrial electrification and promoting participation in electricity markets (EUPI-PV Partnership),Commissione UE — 43108390,UE,fondo_perduto,impresa;startup;terzo_settore;ricerca,tutti,UE,tutte,transizione_ecologica,0,2027-08-04,2027-12-01,aperto,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2027-07-D3-17
UEHORIZON-CL5-2027-07-D3-26,Advanced Distribution Management Systems (ADSM) for more efficient and flexible distribution grids,Commissione UE — 43108390,UE,fondo_perduto,impresa;startup;terzo_settore;ricerca,tutti,UE,tutte,transizione_ecologica,0,2027-08-04,2027-12-01,aperto,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2027-07-D3-26
UEHORIZON-CL5-2027-07-D3-32,Delivery of industrial CCUS clusters – Societal Readiness pilot,Commissione UE — 43108390,UE,fondo_perduto,impresa;startup;terzo_settore;ricerca,tutti,UE,tutte,transizione_ecologica,0,2027-08-04,2027-12-01,aperto,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2027-07-D3-32
UEHORIZON-NEB-2027-01-REGEN-02,"Sustainable, beautiful and healthy construction and renovation sites",Commissione UE — 43108390,UE,fondo_perduto,impresa;startup;terzo_settore;ricerca,tutti,UE,tutte,ricerca_sviluppo,0,2027-05-05,2027-12-01,aperto,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-NEB-2027-01-REGEN-02
UEHORIZON-NEB-2027-01-BUSINESS-02,Innovative models for collective community investment and ownership,Commissione UE — 43108390,UE,fondo_perduto,impresa;startup;terzo_settore;ricerca,tutti,UE,tutte,ricerca_sviluppo,0,2027-05-05,2027-12-01,aperto,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-NEB-2027-01-BUSINESS-02
UEHORIZON-NEB-2027-01-PARTICIPATION-02,Intergenerational neighbourhoods and communities aligned with the New European Bauhaus,Commissione UE — 43108390,UE,fondo_perduto,impresa;startup;terzo_settore;ricerca,tutti,UE,tutte,ricerca_sviluppo,0,2027-05-05,2027-12-01,aperto,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-NEB-2027-01-PARTICIPATION-02
UEHORIZON-NEB-2027-01-PARTICIPATION-01,The transformative potential of co-governance in the green transition of neighbourhoods,Commissione UE — 43108390,UE,fondo_perduto,impresa;startup;terzo_settore;ricerca,tutti,UE,tutte,ricerca_sviluppo,0,2027-05-05,2027-12-01,aperto,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-NEB-2027-01-PARTICIPATION-01
UEHORIZON-NEB-2027-01-REGEN-01,"Combining conventional and innovative construction materials, products and techniques for sustainable and beautiful buildings",Commissione UE — 43108390,UE,fondo_perduto,impresa;startup;terzo_settore;ricerca,tutti,UE,tutte,ricerca_sviluppo,0,2027-05-05,2027-12-01,aperto,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-NEB-2027-01-REGEN-01
UEHORIZON-NEB-2027-01-REGEN-03,Revitalising neighbourhoods around existing railway and motorway corridors,Commissione UE — 43108390,UE,fondo_perduto,impresa;startup;terzo_settore;ricerca,tutti,UE,tutte,ricerca_sviluppo,0,2027-05-05,2027-12-01,aperto,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-NEB-2027-01-REGEN-03
UEHORIZON-NEB-2027-01-BUSINESS-01,Mass customisation of offsite manufactured modular construction components to transform the existing built environment,Commissione UE — 43108390,UE,fondo_perduto,impresa;startup;terzo_settore;ricerca,tutti,UE,tutte,ricerca_sviluppo,0,2027-05-05,2027-12-01,aperto,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-NEB-2027-01-BUSINESS-01
UEHORIZON-NEB-2027-01-PARTICIPATION-03,Novel combinations of knowledge and research methods to address social issues and advance a fair green transition of neighbourhoods,Commissione UE — 43108390,UE,fondo_perduto,impresa;startup;terzo_settore;ricerca,tutti,UE,tutte,ricerca_sviluppo,0,2027-05-05,2027-12-01,aperto,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-NEB-2027-01-PARTICIPATION-03
UEHORIZON-NEB-2027-01-BUSINESS-03,Anticipating the long-term future of neighbourhoods in line with the New European Bauhaus,Commissione UE — 43108390,UE,fondo_perduto,impresa;startup;terzo_settore;ricerca,tutti,UE,tutte,ricerca_sviluppo,0,2027-05-05,2027-12-01,aperto,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-NEB-2027-01-BUSINESS-03
UECERV-2024-CITIZENS-VALUES,Call for proposals for civil society organisations active on protecting and promoting Union values: call to intermediaries (giving financial support to third parties),Commissione UE — 43251589,UE,fondo_perduto,impresa;startup;terzo_settore;ricerca,tutti,UE,tutte,inclusione,300000,2025-09-11,2028-03-31,aperto,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/46357639
